order_no,order_type,order_state,pos_no,detail_state,date_issued,suplier_id,supplier_name,part_no,serial_no,description,qty,uom,backorder,priority,order_currency,local_price,local_amnt,foreign_price,foreign_amt,cost_center,receiving_date,author,material_type,ship_to
P0305024,P,PARTLY RECEIVED,4,RECEIVED,10/16/2024,REDACTED,REDACTED,365A63-8408-00, ,SUPPORT RACK LH,1,EA,0,NORMAL,EUR,7600350,7600350,506.69,506.69,25PN565M,11/18/2024,REDACTED,P,REDACTED
P0305024,P,PARTLY RECEIVED,5,RECEIVED,10/16/2024,REDACTED,REDACTED,6452AE18, ,PLUG WITH CHAIN,1,EA,0,NORMAL,EUR,310050,310050,20.67,20.67,25PN565M,11/18/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,7,RECEIVED,10/16/2024,REDACTED,REDACTED,E0080-01-14C, ,BACKSHELL,4,EACH,0,NORMAL,EUR,392850,1571400,26.19,104.76,25PN565M,1/2/2025,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,8,RECEIVED,10/16/2024,REDACTED,REDACTED,E0080-01-18C, ,UNION,6,EA,0,NORMAL,EUR,298650,1791900,19.91,119.46,25PN565M,11/25/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,9,RECEIVED,10/16/2024,REDACTED,REDACTED,E0617B13N, ,UNION,2,EA,0,NORMAL,EUR,1211550,2423100,80.77,161.54,25PN565M,11/25/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,10,RECEIVED,10/16/2024,REDACTED,REDACTED,E0836B03, ,INSERT SUPPORT SHELL,2,EACH,0,NORMAL,EUR,5174700,10349400,344.98,689.96,25PN565M,11/25/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,11,RECEIVED,10/16/2024,REDACTED,REDACTED,E0836C01, ,COVER,3,EACH,0,NORMAL,EUR,3019350,9058050,201.29,603.87,25PN565M,11/25/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,12,RECEIVED,10/16/2024,REDACTED,REDACTED,E0836IS35-22SA, ,INSULATING,6,EA,0,NORMAL,EUR,1211850,7271100,80.79,484.74,25PN565M,2/26/2025,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,13,RECEIVED,10/16/2024,REDACTED,REDACTED,E0836IS35-22SB, ,INSULATING,4,EA,0,NORMAL,EUR,1208400,4833600,80.56,322.24,25PN565M,11/25/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,14,RECEIVED,10/16/2024,REDACTED,REDACTED,E0836IS35-22SC, ,INSULATING,6,EACH,0,NORMAL,EUR,1233150,7398900,82.21,493.26,25PN565M,11/28/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,16,RECEIVED,10/16/2024,REDACTED,REDACTED,E0846W10B06, ,UNION,3,EA,0,NORMAL,EUR,436650,1309950,29.11,87.33,25PN565M,1/10/2025,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,17,RECEIVED,10/16/2024,REDACTED,REDACTED,ECS0845-05ACHC, ,CIRCUIT BREAKER,2,EACH,0,NORMAL,EUR,1291800,2583600,86.12,172.24,25PN565M,11/26/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,18,RECEIVED,10/16/2024,REDACTED,REDACTED,EN3645F0BN35BN, ,CONNECTOR,4,EACH,0,NORMAL,EUR,847200,3388800,56.48,225.92,25PN565M,11/25/2024,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,19,RECEIVED,10/16/2024,REDACTED,REDACTED,EN3646A61832BW, ,CONNECTOR,3,EA,0,NORMAL,EUR,573750,1721250,38.25,114.75,25PN565M,2/18/2025,REDACTED,C,REDACTED
P0305024,P,PARTLY RECEIVED,20,RECEIVED,10/16/2024,REDACTED,REDACTED,EN3646WS62041BW, ,CONNECTOR,2,EA,0,NORMAL,EUR,1991100,3982200,132.74,265.48,25PN565M,11/26/2024,REDACTED,C,REDACTED
